geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Zm00001d050024,16.78409384,3.168161943,1.157593092,2.736852841,0.006203003,0.022692436
Zm00001d047106,21.46800495,3.200250901,0.836288965,3.826728602,0.000129858,0.00083938
Zm00001d021812,25.99382563,3.217393164,0.829877861,3.87694782,0.000105775,0.000701364
Zm00001d004209,33.90853242,3.220821077,0.705585621,4.564748743,5.00E-06,4.74E-05
Zm00001d012216,29.85999168,3.252908722,0.786291832,4.137024689,3.52E-05,0.0002676
Zm00001d028830,15.74220924,3.311136122,1.181797788,2.801778914,0.005082169,0.019153874
Zm00001d039639,31.98090624,3.33687821,1.016817447,3.281688588,0.001031875,0.004989857
Zm00001d006449,26.70196875,3.405021702,1.077063207,3.161394503,0.001570157,0.007127435
zma-MIR528a,10.52856994,3.42122681,1.164777516,2.937236307,0.003311517,0.013436246
Zm00001d028669,25.82128077,3.556323873,1.045040231,3.403049729,0.000666382,0.00343084
Zm00001d023225,53.64258948,3.793817162,0.967451694,3.92145384,8.80E-05,0.00060056
Zm00001d022391,19.52682303,3.813417352,1.483598987,2.570382822,0.010158619,0.03439812
Zm00001d000745,15.90392035,3.825381983,0.939369326,4.072287521,4.66E-05,0.000342891
Zm00001d029432,18.14313865,3.879190776,1.474993703,2.629971075,0.008539213,0.029752272
Zm00001d051594,11.74607804,3.923737863,1.515348206,2.589330854,0.009616265,0.032870123
Zm00001d006111,12.88068743,4.026507079,1.25087851,3.218943363,0.001286639,0.006031978
Zm00001d003089,85.3280078,4.038399578,0.966764185,4.177233333,2.95E-05,0.000229085
Zm00001d000548,11.61341122,4.086159784,1.525983058,2.677722903,0.007412451,0.026312663
Zm00001d049158,10.66099033,4.119998536,1.644577723,2.505201474,0.012238166,0.040093574
Zm00001d052792,11.46150563,4.222363011,1.687795154,2.50170348,0.012359739,0.040430786
Zm00001d032893,30.27823435,4.226621369,0.983366772,4.298112861,1.72E-05,0.000142377
Zm00001d025476,12.13003408,4.305373226,1.487376056,2.894609745,0.003796302,0.015034903
Zm00001d035479,24.53195841,4.333606225,1.367173979,3.169754757,0.001525676,0.006963067
Zm00001d002817,45.72076252,4.333740356,1.391800488,3.11376551,0.001847162,0.008192222
Zm00001d027616,16.28132299,4.418513065,1.438392645,3.071840697,0.002127432,0.009222017
Zm00001d033206,13.06641781,4.427091357,1.568293716,2.822871323,0.004759567,0.018143343
Zm00001d036165,29.55538116,4.435075704,1.379290518,3.215476105,0.001302283,0.006094011
Zm00001d013641,47.06223572,4.440826504,0.921594165,4.818635658,1.45E-06,1.59E-05
Zm00001d021965,10.55152492,4.52876167,1.544556215,2.932079537,0.003367005,0.01362127
Zm00001d019150,14.63594375,4.589815927,1.742266153,2.634394244,0.008428756,0.02942492
Zm00001d040130,14.90046716,4.617137258,1.372938253,3.362960604,0.000771114,0.003892037
Zm00001d002231,8.028582285,4.719710743,1.619923132,2.91353994,0.003573561,0.014302267
Zm00001d019513,25.9230078,4.8279371,0.947462358,5.095650565,3.48E-07,4.53E-06
Zm00001d002136,18.3957845,4.842677596,1.22281049,3.960284636,7.49E-05,0.000519924
Zm00001d033731,8.839471169,4.85497505,1.657179517,2.929661513,0.003393314,0.013707578
Zm00001d042723,17.53392043,4.864552889,1.672980355,2.907716683,0.00364078,0.01452037
Zm00001d018788,18.03276491,4.896783017,1.300234682,3.766076298,0.000165833,0.001036979
Zm00001d035978,18.6938686,4.946930634,1.350826564,3.662150838,0.000250107,0.001479343
Zm00001d027589,19.2156501,4.995968813,1.431386557,3.490300218,0.000482478,0.002588676
Zm00001d011686,9.915443691,5.02265554,1.415176203,3.54913793,0.000386495,0.002143899
Zm00001d051958,20.27296978,5.070646341,1.26409192,4.011295588,6.04E-05,0.000430445
Zm00001d050091,21.38240225,5.150619414,1.315251078,3.916073137,9.00E-05,0.000611637
Zm00001d033507,17.6073761,5.279060794,1.38066944,3.823551562,0.000131543,0.000848465
Zm00001d020353,23.72436337,5.302055963,1.206019476,4.396326981,1.10E-05,9.58E-05
Zm00001d002558,18.29147372,5.335568814,1.340766958,3.979490085,6.91E-05,0.000483427
Zm00001d003390,25.63030401,5.41518504,1.187847836,4.558820476,5.14E-06,4.86E-05
Zm00001d044476,3.759249871,5.502265953,2.250923306,2.444448435,0.014507382,0.046231125
Zm00001d019763,3.871234392,5.545614631,2.229034106,2.487900305,0.012849975,0.041788615
zma-MIR156j,3.909339802,5.550668823,2.23641676,2.481947427,0.013066655,0.04237052
Zm00001d029080,42.05963787,5.555602114,1.143645778,4.857799698,1.19E-06,1.34E-05
Zm00001d006575,3.94753744,5.572646716,2.260036116,2.465733479,0.013673303,0.044031464
Zm00001d039210,4.169724913,5.642359287,2.207285152,2.556243937,0.010580891,0.035585468
Zm00001d053109,4.171506483,5.654178814,2.18327289,2.589771915,0.009603954,0.032839152
Zm00001d010737,4.247717303,5.664967342,2.265929054,2.500063862,0.012417092,0.04058991
Zm00001d031840,4.249498873,5.675454334,2.154186181,2.634616443,0.008423241,0.029415831
Zm00001d048164,4.327491263,5.696580615,2.172269061,2.622410233,0.008731027,0.030322984
Zm00001d005786,8.636454294,5.703527876,1.734462169,3.288355306,0.001007746,0.00489405
Zm00001d048910,4.346222785,5.709107132,2.192599029,2.603808109,0.009219436,0.031741983
Zm00001d005787,8.778960035,5.727796208,1.716241396,3.337407092,0.00084564,0.004209864
Zm00001d017785,4.424215175,5.730071195,2.214251677,2.587813867,0.009658716,0.03298175
Zm00001d016045,4.460631243,5.738384324,2.184239121,2.627177707,0.008609636,0.029975512
Zm00001d007025,4.485257613,5.748865466,2.142483644,2.683271577,0.007290576,0.02596288
Zm00001d010218,4.566720916,5.776535964,2.198347786,2.627671564,0.008597148,0.02993692
Zm00001d052107,4.566813144,5.78920067,2.237907486,2.586881141,0.009684899,0.033045099
Zm00001d014613,4.571973399,5.79108243,2.371809409,2.4416306,0.014621099,0.046534327
Zm00001d020291,4.705755744,5.81475534,2.158951538,2.693323699,0.007074355,0.025326792
Zm00001d027031,4.690587363,5.823414033,2.140607027,2.720449835,0.006519316,0.023678126
Zm00001d022036,4.773740007,5.845986854,2.156339068,2.711070324,0.00670664,0.024248068
Zm00001d046537,4.838895723,5.853793513,2.187974789,2.675439198,0.007463141,0.0264469
Zm00001d002959,4.817832494,5.862634845,2.110673408,2.777613449,0.005475972,0.020424715
Zm00001d043232,4.903409074,5.87690946,2.094513739,2.805858635,0.00501827,0.018962171
Zm00001d002700,4.882345845,5.885434635,2.210403886,2.662605993,0.007753815,0.027336323
Zm00001d052296,4.956775093,5.887666265,2.220611364,2.651371761,0.008016555,0.028131731
Zm00001d027395,4.973817274,5.899710787,2.088649018,2.824653992,0.00473317,0.018063163
Zm00001d021685,53.51019429,5.904651145,1.042845681,5.662056482,1.50E-08,2.63E-07
Zm00001d053020,5.028872635,5.907438127,2.217713876,2.663751258,0.007727468,0.027262464
Zm00001d045530,5.024759357,5.915840163,2.091375273,2.828684186,0.00467398,0.017875166
Zm00001d032224,5.09274362,5.943920278,2.231024533,2.664211079,0.007716912,0.027234734
Zm00001d046141,5.118104585,5.950327184,2.080587866,2.859925929,0.0042374,0.016478233
Zm00001d023603,5.152004488,5.952703588,2.109225832,2.82222202,0.004769215,0.018173263
Zm00001d025821,5.203681165,5.96382222,2.046519129,2.914129721,0.003566817,0.014284705
Zm00001d047173,5.178412429,5.969909502,2.162441861,2.760726016,0.005767304,0.021348462
Zm00001d022104,5.336913374,6.00991842,2.118592056,2.836751135,0.004557512,0.017516312
Zm00001d037140,5.347968476,6.012518004,2.024988458,2.969161617,0.002986135,0.012300457
Zm00001d051343,5.357334237,6.017223595,2.057019984,2.92521397,0.003442195,0.013866987
Zm00001d053699,5.399645154,6.023282935,2.076410055,2.900815724,0.003721927,0.014788658
Zm00001d034611,5.494495266,6.034544509,2.284213273,2.641848106,0.008245503,0.028844983
Zm00001d031991,5.433637285,6.036826357,2.059768146,2.930828098,0.003380598,0.013665372
Zm00001d021448,5.554895339,6.060708531,2.077542544,2.917248818,0.003531339,0.014165083
Zm00001d045679,5.684564406,6.087765094,2.047890337,2.972700728,0.002951921,0.012192666
Zm00001d016172,5.63645087,6.092362045,2.111151429,2.885800593,0.003904194,0.015369818
Zm00001d037729,5.699917245,6.102020116,2.039299374,2.992213989,0.002769621,0.011553045
Zm00001d015334,5.840549186,6.123220209,2.201131664,2.78185095,0.005404986,0.020197227
Zm00001d047035,5.785586054,6.12475527,2.112886147,2.898762567,0.003746385,0.014865145
Zm00001d047900,5.899259917,6.150883648,1.956895626,3.14318432,0.001671206,0.007512989
Zm00001d008151,5.893365069,6.151835347,1.960538276,3.13782976,0.001702037,0.007633477
Zm00001d004448,5.931470478,6.155320127,1.950618622,3.155573343,0.00160183,0.00725166
Zm00001d004689,5.998315536,6.162174396,2.176544908,2.831172641,0.004637768,0.017766192
Zm00001d022035,5.937457555,6.164490224,2.059679649,2.992936415,0.002763073,0.011533671
Zm00001d027337,6.092707741,6.198849267,1.968177813,3.149537215,0.001635293,0.007376706
Zm00001d014149,6.092707741,6.198849267,1.968177813,3.149537215,0.001635293,0.007376706
Zm00001d001916,6.174905637,6.215382416,1.938415196,3.206424728,0.001343955,0.006255209
Zm00001d015202,6.252805798,6.222643279,2.094507689,2.970933604,0.00296896,0.012249686
Zm00001d048309,6.337832242,6.254599597,1.961688624,3.188375322,0.001430747,0.006600382
Zm00001d006450,6.484543489,6.288737436,1.903458805,3.303847407,0.000953677,0.00466285
Zm00001d010611,6.602422859,6.313155459,1.889692085,3.340838177,0.000835259,0.004163793
Zm00001d048229,6.629473166,6.315437712,2.036486347,3.101144145,0.001927744,0.008492442
Zm00001d015448,6.674428172,6.320361127,2.071618797,3.050928644,0.002281348,0.009792575
Zm00001d020683,6.72788642,6.334113035,1.905657437,3.323846623,0.00088785,0.004388429
Zm00001d029869,13.46008941,6.353483162,1.616069034,3.93144292,8.44E-05,0.000577962
Zm00001d036118,6.783126238,6.356318837,1.954648878,3.251898031,0.001146371,0.005469128
Zm00001d013600,6.916266218,6.382882539,1.944550133,3.282446891,0.001029104,0.004978628
Zm00001d027766,7.086777013,6.415287552,1.860545666,3.448067773,0.000564612,0.00297356
Zm00001d019474,7.224030271,6.434156416,1.918647373,3.353485642,0.000798006,0.004008411
Zm00001d026237,7.220009221,6.448326228,1.944115645,3.316842928,0.000910408,0.00448384
Zm00001d019116,7.255598466,6.448767674,1.962230883,3.286446936,0.001014599,0.004920236
Zm00001d032539,65.79783674,6.466304055,1.001134964,6.458973356,1.05E-10,2.74E-09
Zm00001d020826,7.327788236,6.469508015,1.939030124,3.336465965,0.000848508,0.004221751
Zm00001d004497,7.402952079,6.469587587,2.012400372,3.214861056,0.001305077,0.006105197
Zm00001d012376,7.514936601,6.490901218,1.93320746,3.357581301,0.000786276,0.003956707
Zm00001d002519,7.470293977,6.497359554,1.936184811,3.355753808,0.00079149,0.003980961
Zm00001d020416,7.552399645,6.503724891,1.853964717,3.508008987,0.000451474,0.002444394
Zm00001d010179,7.579449951,6.505416255,1.865640737,3.486960874,0.000488543,0.002616121
Zm00001d012081,7.651547493,6.518221387,1.865318135,3.494428787,0.000475077,0.002553488
Zm00001d031911,7.704271146,6.534489622,1.866463193,3.501001062,0.000463514,0.002500204
Zm00001d014089,7.678047663,6.5371183,1.926937633,3.392490855,0.000692602,0.00355136
Zm00001d043447,7.734884594,6.547382667,1.879490748,3.483593986,0.000494729,0.002643824
Zm00001d032042,7.784779701,6.5495694,1.839018653,3.561448053,0.000368815,0.002058261
Zm00001d007967,7.871495487,6.573683439,1.922459619,3.419413014,0.000627564,0.00325532
Zm00001d004882,7.900235135,6.574686104,1.807083766,3.63828519,0.000274459,0.001598066
Zm00001d053785,7.932537925,6.584549943,1.912353806,3.443165132,0.000574948,0.003019599
Zm00001d006132,7.984214602,6.592387641,1.892263728,3.483863028,0.000494232,0.00264192
Zm00001d053817,8.017159757,6.593583014,2.067683699,3.188874109,0.001428281,0.006591011
Zm00001d012976,8.04790113,6.60187931,1.917652906,3.442687302,0.000575965,0.003024414
Zm00001d015242,8.147783572,6.613391758,1.816837897,3.640056038,0.000272579,0.001589378
Zm00001d012859,8.13270742,6.617288855,2.732444242,2.421747077,0.015446097,0.048664839
Zm00001d029400,8.278499616,6.63994072,1.771477437,3.748250234,0.000178073,0.001103948
Zm00001d020627,8.39711358,6.657287512,1.940033681,3.431531925,0.000600182,0.003131508
Zm00001d028751,8.472589805,6.665002227,1.825947793,3.650160346,0.000262077,0.00153731
Zm00001d041457,8.621082623,6.695645688,1.802647444,3.714340101,0.000203735,0.00123797
Zm00001d000066,8.697293442,6.703041591,1.931647656,3.47011608,0.000520233,0.002760462
Zm00001d034778,9.150668469,6.787719923,2.634575436,2.576399913,0.00998351,0.033911265
Zm00001d029318,9.409914374,6.823038923,1.787850726,3.816335908,0.000135448,0.00086995
Zm00001d019831,9.422751048,6.82904877,1.734771821,3.936568883,8.27E-05,0.000566913
Zm00001d048774,9.433806151,6.830249089,1.729306912,3.949703226,7.82E-05,0.000539987
Zm00001d014146,9.502248322,6.834032562,2.712389501,2.519561648,0.011750106,0.038769211
Zm00001d036807,9.540538189,6.839448318,1.727993605,3.958028721,7.56E-05,0.000524017
Zm00001d015008,9.558535117,6.846848386,2.027285605,3.377347706,0.000731885,0.003726305
Zm00001d007971,9.725262617,6.861521213,1.877423717,3.654753666,0.000257429,0.001514204
Zm00001d021382,9.831260062,6.882313164,2.723664601,2.526857809,0.011508809,0.038118292
Zm00001d029803,70.52392393,6.885960749,1.043684999,6.597738548,4.17E-11,1.16E-09
Zm00001d003451,9.792696744,6.887277482,1.784289168,3.85995589,0.000113407,0.000744642
Zm00001d005905,9.939958128,6.896274472,1.754560832,3.93048468,8.48E-05,0.000579946
Zm00001d023605,10.00213977,6.916920408,1.730407635,3.997278021,6.41E-05,0.000453632
Zm00001d039713,10.08172927,6.919566502,1.817464638,3.807263347,0.000140513,0.000899622
Zm00001d026321,10.1023346,6.932874013,1.812315248,3.825423871,0.000130547,0.000843252
Zm00001d044895,10.25297466,6.941128051,1.854657983,3.742538039,0.000182171,0.001123839
Zm00001d044317,10.3844253,6.958868023,1.746609839,3.984214371,6.77E-05,0.000475676
Zm00001d028873,10.46767017,6.974509441,1.720081547,4.05475511,5.02E-05,0.000365916
Zm00001d011246,10.57572588,6.996309236,2.570829621,2.721420813,0.006500196,0.023631334
Zm00001d006828,10.65522315,7.00242549,1.903102788,3.679478341,0.000233712,0.001396051
Zm00001d038282,10.76698752,7.015495084,1.748443767,4.012422486,6.01E-05,0.000428596
Zm00001d033832,10.94526696,7.045074523,1.696168902,4.153521808,3.27E-05,0.000251026
Zm00001d044620,10.99022197,7.047415355,1.678602903,4.19838149,2.69E-05,0.000211087
Zm00001d028160,11.17924413,7.070224043,1.689097681,4.185799391,2.84E-05,0.000221692
Zm00001d014485,11.32755249,7.084352639,1.753438123,4.040263838,5.34E-05,0.000385568
Zm00001d043419,11.46521036,7.107534447,1.702254632,4.175365021,2.98E-05,0.000230737
Zm00001d053829,11.41709682,7.108295371,1.795808098,3.958271143,7.55E-05,0.000523845
Zm00001d037003,11.50678668,7.11258086,1.795441495,3.961466236,7.45E-05,0.000517713
Zm00001d048773,11.54142118,7.113019188,1.777774725,4.001080164,6.31E-05,0.000447042
Zm00001d026222,11.46781875,7.11416343,1.713764119,4.151191725,3.31E-05,0.000253212
Zm00001d021009,11.63992666,7.128456794,1.768615123,4.030530273,5.57E-05,0.000400173
Zm00001d017583,11.77306664,7.144117851,1.745749599,4.092292421,4.27E-05,0.000318159
Zm00001d034976,11.94956451,7.167493483,1.76801591,4.053975669,5.04E-05,0.000366962
Zm00001d052627,12.11058162,7.186728102,1.668664691,4.306873719,1.66E-05,0.000137906
Zm00001d001838,12.1481369,7.198315277,1.753991733,4.103961918,4.06E-05,0.000304239
Zm00001d025684,12.30142105,7.205802508,1.842653558,3.9105574,9.21E-05,0.000623816
Zm00001d045107,12.577159,7.239757967,1.647686607,4.393892587,1.11E-05,9.67E-05
Zm00001d025192,12.72218091,7.257994128,1.599216415,4.538469003,5.67E-06,5.29E-05
Zm00001d028266,12.85860734,7.267708488,1.755552628,4.139840852,3.48E-05,0.000264868
Zm00001d018190,14.51417101,7.441248803,1.77307902,4.196794796,2.71E-05,0.00021235
Zm00001d043384,14.73430346,7.474947653,1.575884449,4.743334867,2.10E-06,2.22E-05
Zm00001d035854,14.96526762,7.484379972,1.794545608,4.170626781,3.04E-05,0.000235172
Zm00001d030824,15.62904042,7.554119986,1.607339845,4.699765272,2.60E-06,2.68E-05
Zm00001d052005,16.33861265,7.618673559,2.497027389,3.051097314,0.002280067,0.009788462
Zm00001d021851,16.4167895,7.626797621,2.526210928,3.019066039,0.002535553,0.010716785
Zm00001d022167,16.43500658,7.632825835,1.554580597,4.909893929,9.11E-07,1.06E-05
Zm00001d004973,16.59688621,7.644097158,1.510708914,5.059940461,4.19E-07,5.37E-06
Zm00001d033961,16.81191171,7.659986397,2.488826809,3.077749873,0.002085699,0.009069649
Zm00001d039691,17.02842448,7.67494077,1.543401652,4.972743653,6.60E-07,8.01E-06
Zm00001d044074,16.99219287,7.679480518,1.51562298,5.066880497,4.04E-07,5.21E-06
Zm00001d018474,17.29857997,7.704699598,1.680251622,4.585443929,4.53E-06,4.34E-05
Zm00001d040396,17.44899988,7.708479121,1.566579318,4.920580165,8.63E-07,1.01E-05
Zm00001d050705,18.00115384,7.754211789,1.789529371,4.333101159,1.47E-05,0.000124057
Zm00001d025881,18.20740264,7.773074488,1.515478506,5.129122226,2.91E-07,3.86E-06
Zm00001d053769,18.67060134,7.809901453,1.481544336,5.271459829,1.35E-07,1.93E-06
Zm00001d011431,18.7508332,7.810762746,1.642109942,4.756540682,1.97E-06,2.10E-05
Zm00001d039774,19.53162286,7.878308926,1.467977557,5.366777501,8.02E-08,1.20E-06
Zm00001d035434,20.70977419,7.962112865,1.447719914,5.499760548,3.80E-08,6.12E-07
Zm00001d048783,21.08785422,7.982838912,1.518255308,5.257902852,1.46E-07,2.07E-06
Zm00001d053135,21.12454697,7.99201742,1.469363299,5.439102381,5.35E-08,8.33E-07
Zm00001d011009,22.22735,8.065064111,1.4697789,5.487263499,4.08E-08,6.52E-07
Zm00001d006366,23.18825397,8.126425814,1.433085863,5.670578452,1.42E-08,2.51E-07
Zm00001d052124,23.24002287,8.130991907,1.483071281,5.482536145,4.19E-08,6.69E-07
Zm00001d017101,23.42953864,8.133432226,1.569835559,5.181072745,2.21E-07,3.01E-06
Zm00001d002746,23.41811786,8.140418824,1.425944674,5.708790088,1.14E-08,2.05E-07
Zm00001d008886,24.15518071,8.183519479,1.415227493,5.78247633,7.36E-09,1.38E-07
Zm00001d017669,24.52248231,8.207272846,1.4252321,5.758551779,8.48E-09,1.57E-07
Zm00001d031807,25.03744991,8.239113278,1.449412789,5.684449136,1.31E-08,2.33E-07
Zm00001d051936,25.30839329,8.247683976,1.493871933,5.521011403,3.37E-08,5.49E-07
Zm00001d030984,26.11024617,8.297610079,1.468763309,5.649385457,1.61E-08,2.80E-07
Zm00001d016794,26.57289473,8.326294331,1.529502083,5.443794044,5.22E-08,8.14E-07
Zm00001d011117,27.95855876,8.393240911,1.553671076,5.402199373,6.58E-08,1.01E-06
Zm00001d048010,28.85676664,8.439710642,2.327169784,3.626598583,0.000287179,0.001662995
Zm00001d026140,59.05849071,8.509805065,1.296897743,6.56166233,5.32E-11,1.45E-09
Zm00001d004467,33.90049851,8.676389374,1.383980344,6.269156503,3.63E-10,8.54E-09
Zm00001d043071,34.45000838,8.698284184,1.360361396,6.394098077,1.61E-10,4.08E-09
Zm00001d027038,34.64935105,8.706461388,1.360134873,6.401175031,1.54E-10,3.91E-09
Zm00001d002100,37.23716802,8.802705361,1.475783005,5.964769437,2.45E-09,4.97E-08
Zm00001d044748,71.0061269,9.741680479,1.287481576,7.566462046,3.84E-14,1.70E-12
Zm00001d043484,100.452936,10.24249635,1.28351993,7.980005692,1.46E-15,7.76E-14
